TimestampMS,C2P_RTT_ms, C2P_RTTVAR_ms, C2P_Retrans, C2P_CWND, C2P_SSTHRESH, C2P_Throughput_kbps, C2P_Goodput_kbps,P2S_RTT_ms, P2S_RTTVAR_ms, P2S_Retrans, P2S_CWND, P2S_SSTHRESH, P2S_Throughput_kbps, P2S_Goodput_kbps
1764200226073,0.552,0.276,0,10,2147483647,0.000,0.000,51.411,25.705,0,10,2147483647,0.000,0.000
1764200230349,0.526,0.258,0,10,2147483647,0.152,0.152,51.394,19.311,0,10,2147483647,0.152,0.152
1764200233832,0.508,0.229,0,10,2147483647,0.372,0.372,51.537,14.769,0,10,2147483647,0.186,0.186
1764200236891,0.494,0.201,0,10,2147483647,0.000,0.000,51.465,11.221,0,10,2147483647,0.212,0.212
1764200240148,0.489,0.160,0,10,2147483647,0.199,0.199,51.643,8.772,0,10,2147483647,0.199,0.199
